Datetime (UTC),Temperature (deg C),Pressure (hPa)
20240212_064931,27.67,1010.81
20240212_064934,27.82,1016.64
20240212_064937,27.88,1000.05
20240212_064940,27.64,1011.98
20240212_064943,27.84,1010.61
20240212_064946,27.88,1005.07
20240212_064949,27.98,1003.47
20240212_064952,27.84,1002.74
20240212_064955,27.94,1013.23
20240212_064958,27.77,1001.70
20240212_065001,27.76,1015.47
20240212_065004,27.94,1002.08
20240212_065007,27.99,1002.50
20240212_065010,27.73,1007.70
20240212_065013,27.82,1010.84
20240212_065016,27.78,1004.93
20240212_065019,27.87,1005.87
20240212_065022,27.79,1006.20
20240212_065025,27.87,1010.92
20240212_065028,27.74,1019.18
20240212_065031,27.93,1000.78
20240212_065034,27.78,1007.21
20240212_065037,27.83,1006.70
20240212_065040,27.78,1008.30
20240212_065043,28.03,994.23
20240212_065046,27.77,1003.27
20240212_065049,27.75,1018.12
20240212_065052,27.79,1009.27
20240212_065055,27.80,1001.29
20240212_065058,27.76,1006.65
20240212_065101,27.82,993.44
20240212_065104,27.94,1005.17
20240212_065107,27.79,1013.16
20240212_065110,27.83,1013.64
20240212_065113,27.92,1016.48
20240212_065116,27.77,1015.56
20240212_065119,27.76,1011.17
20240212_065122,27.80,1006.70
20240212_065125,27.84,1003.09
20240212_065128,27.90,1009.08
20240212_065131,27.74,1002.52
20240212_065134,27.67,1009.35
20240212_065137,27.60,1002.43
20240212_065140,27.88,1009.83
20240212_065143,27.83,1006.53
20240212_065146,27.70,1003.51
20240212_065149,27.81,1008.22
20240212_065152,27.90,1017.12
20240212_065155,27.77,1006.15
20240212_065158,27.75,1013.42
20240212_065201,27.87,1008.26
20240212_065204,27.84,1013.44
20240212_065207,27.76,1007.11
20240212_065210,27.82,1008.58
20240212_065213,27.69,1008.08
20240212_065216,27.87,1010.47
20240212_065219,27.87,1012.38
20240212_065222,27.51,1002.72
20240212_065225,27.94,1008.61
20240212_065228,27.87,1014.57
20240212_065231,27.80,1009.21
20240212_065234,27.75,1011.92
20240212_065237,27.87,1016.55
20240212_065240,27.93,1003.44
20240212_065243,27.77,1010.56
20240212_065246,27.71,999.62
20240212_065249,27.90,994.38
20240212_065252,27.94,1013.19
20240212_065255,27.84,1007.71
20240212_065258,27.79,1005.01
20240212_065301,27.92,999.37
20240212_065304,27.81,1011.89
20240212_065307,27.61,1002.64
20240212_065310,27.75,1014.37
20240212_065313,27.76,1007.40
20240212_065316,27.74,1011.10
20240212_065319,27.62,1007.09
20240212_065322,27.75,1004.26
20240212_065325,27.93,1001.05
20240212_065328,27.77,1009.12
20240212_065331,27.80,999.93
20240212_065334,27.97,1002.91
20240212_065337,27.75,1006.35
20240212_065340,28.02,1002.96
20240212_065343,27.88,999.95
20240212_065346,27.77,1007.01
20240212_065349,27.89,1011.46
20240212_065352,28.03,1012.16
20240212_065355,27.79,1012.59
20240212_065358,27.78,1011.17
20240212_065401,27.60,1014.66
20240212_065404,27.80,1019.39
20240212_065407,27.82,1009.61
20240212_065410,27.86,1002.71
20240212_065413,27.77,1007.36
20240212_065416,27.80,1003.21
20240212_065419,27.94,1005.96
20240212_065422,27.89,1009.24
20240212_065425,27.95,1005.12
20240212_065428,27.69,1012.45
20240212_065431,27.73,1012.67
20240212_065434,27.60,1009.86
20240212_065437,27.75,1009.56
20240212_065440,27.81,1004.21
20240212_065443,27.74,1007.21
20240212_065446,27.67,1008.93
20240212_065449,27.82,1011.85
20240212_065452,27.67,1015.95
20240212_065455,27.79,1011.29
20240212_065458,27.75,1009.07
20240212_065501,27.53,1005.55
20240212_065504,27.70,1004.45
20240212_065507,27.76,997.86
20240212_065510,27.89,1008.93
20240212_065513,27.85,1002.79
20240212_065516,27.72,1010.51
20240212_065519,27.71,1004.87
20240212_065522,27.90,1004.55
20240212_065525,27.79,1013.27
20240212_065528,28.02,1001.62
20240212_065531,27.79,1015.64
20240212_065534,27.76,1011.49
20240212_065537,27.79,1006.05
20240212_065540,27.80,1007.01
20240212_065543,27.79,1007.44
20240212_065546,27.75,1006.49
20240212_065549,27.72,1011.47
20240212_065552,27.70,1013.31
20240212_065555,27.67,1005.03
20240212_065558,27.66,999.12
20240212_065601,27.66,1014.92
20240212_065604,27.91,1006.73
20240212_065607,27.73,1015.38
20240212_065611,27.79,1004.43
20240212_065614,27.77,1011.70
20240212_065617,27.88,994.64
20240212_065620,27.85,1013.32
20240212_065623,27.79,1003.87
20240212_065626,27.76,1000.92
20240212_065629,27.63,1009.52
20240212_065632,27.97,1007.39
20240212_065635,27.82,1014.23
20240212_065638,27.68,1006.56
20240212_065641,27.70,1009.81
20240212_065644,27.94,1003.02
20240212_065647,27.69,1010.73
20240212_065650,27.84,1010.62
20240212_065653,27.73,1008.60
20240212_065656,27.67,1015.20
20240212_065659,27.89,1006.87
20240212_065702,27.69,1011.69
20240212_065705,27.76,1004.92
20240212_065708,27.77,1011.94
20240212_065711,27.64,1004.22
20240212_065714,27.72,1008.43
20240212_065717,27.78,1008.39
20240212_065720,27.81,1007.75
20240212_065723,27.76,1005.66
20240212_065726,27.72,1014.45
20240212_065729,27.75,1011.14
20240212_065732,27.82,1007.83
20240212_065735,27.69,1001.68
20240212_065738,27.76,1002.17
20240212_065741,27.55,1010.48
20240212_065744,27.78,1007.72
20240212_065747,27.75,1007.28
20240212_065750,27.76,1001.29
20240212_065753,27.67,1007.60
20240212_065756,27.67,1003.85
20240212_065759,27.68,1004.93
20240212_065802,27.97,1012.65
20240212_065805,27.77,1011.17
20240212_065808,27.82,1003.94
20240212_065811,27.73,996.05
20240212_065814,27.72,1005.99
20240212_065817,27.72,1007.94
20240212_065820,27.76,1001.53
20240212_065823,27.75,1002.49
20240212_065826,27.61,1012.20
20240212_065829,27.78,1008.85
20240212_065832,27.74,1011.24
20240212_065835,28.01,1013.62
20240212_065838,27.65,1009.93
20240212_065841,27.93,1011.03
20240212_065844,27.60,1009.57
20240212_065847,27.58,1011.95
20240212_065850,27.82,1010.29
20240212_065853,27.58,1007.57
20240212_065856,27.71,1001.24
20240212_065859,27.61,1014.56
20240212_065902,27.84,1012.10
20240212_065905,27.64,1012.67
20240212_065908,27.66,1014.55
20240212_065911,27.76,1006.30
20240212_065914,27.78,1012.43
20240212_065917,27.79,1000.86
20240212_065920,27.65,1005.52
20240212_065923,27.87,1005.21
20240212_065926,27.74,1011.59
20240212_065929,27.66,1009.47
20240212_065932,27.76,1010.55
20240212_065935,27.75,1010.24
20240212_065938,27.77,1009.75
20240212_065941,27.56,1008.04
20240212_065944,27.71,1008.93
20240212_065947,27.65,1006.15
20240212_065950,27.55,1003.67
20240212_065953,27.75,1008.37
20240212_065956,27.85,1001.15
20240212_065959,27.57,1008.49
20240212_070002,27.89,1007.06
20240212_070005,27.81,1006.39
20240212_070008,27.81,1007.26
20240212_070011,27.86,1009.54
20240212_070014,27.65,1013.96
20240212_070017,27.90,1002.39
20240212_070020,27.67,1008.83
20240212_070023,27.80,1012.44
20240212_070026,27.93,1003.78
20240212_070029,27.57,1011.24
20240212_070032,28.05,1009.65
20240212_070035,27.82,1006.78
20240212_070038,27.62,1004.04
20240212_070041,27.76,1005.72
20240212_070044,27.83,1020.37
20240212_070047,27.58,1006.00
20240212_070050,27.71,1008.82
20240212_070053,27.97,1003.36
20240212_070056,27.91,1008.20
20240212_070059,27.66,1011.34
20240212_070102,27.75,1016.32
20240212_070105,27.70,1013.58
20240212_070108,27.73,1014.91
20240212_070111,27.71,1007.87
20240212_070114,27.66,1001.71
20240212_070117,27.60,999.41
20240212_070120,27.83,1003.56
20240212_070123,27.72,1007.74
20240212_070126,27.57,1006.90
20240212_070129,27.77,1012.07
20240212_070132,27.75,1005.11
20240212_070135,27.73,1014.92
20240212_070138,27.86,1011.71
20240212_070141,27.62,1004.40
20240212_070144,27.69,1017.29
20240212_070147,27.75,997.63
20240212_070150,27.91,997.01
20240212_070153,27.49,1011.24
20240212_070156,27.60,999.90
20240212_070159,27.60,1013.81
20240212_070202,27.87,1016.30
20240212_070205,27.61,1009.21
20240212_070208,27.73,1016.15
20240212_070211,27.81,1005.22
20240212_070214,27.67,1010.49
20240212_070217,27.60,1003.12
20240212_070220,27.55,1012.42
20240212_070223,27.75,1010.54
20240212_070226,27.82,1009.50
20240212_070229,27.74,1005.47
20240212_070232,27.70,999.72
20240212_070235,27.75,1000.36
20240212_070238,27.89,998.29
20240212_070241,27.46,1007.27
20240212_070244,27.58,1007.04
20240212_070247,27.65,1002.31
20240212_070250,27.52,1002.11
20240212_070253,27.72,998.60
20240212_070256,27.56,1002.01
20240212_070259,27.65,1007.80
20240212_070302,27.68,1000.55
20240212_070305,27.81,1005.19
20240212_070308,27.75,1015.18
20240212_070311,27.73,1004.90
20240212_070314,27.67,1005.31
20240212_070317,27.83,1009.15
20240212_070320,27.67,1014.01
20240212_070323,27.68,1009.24
20240212_070326,27.66,1007.58
20240212_070329,27.58,1006.02
20240212_070332,27.78,999.93
20240212_070335,27.83,1010.29
20240212_070338,27.62,1010.28
20240212_070341,27.77,1002.99
20240212_070344,27.71,1013.90
20240212_070347,27.68,1012.68
20240212_070350,27.56,1005.18
20240212_070353,27.55,1002.74
20240212_070356,27.64,1010.11
20240212_070359,27.63,1007.87
20240212_070402,27.63,1004.08
20240212_070405,27.79,1007.80
20240212_070408,27.83,1014.68
20240212_070411,27.79,1006.60
20240212_070414,27.83,1003.94
20240212_070417,27.54,1011.08
20240212_070420,27.79,1006.70
20240212_070423,27.65,1006.73
20240212_070426,27.51,1015.22
20240212_070429,27.65,1007.00
20240212_070432,27.60,1005.84
20240212_070435,27.80,1010.18
20240212_070438,27.67,1003.09
20240212_070441,27.82,1011.78
20240212_070444,27.73,1005.13
20240212_070447,27.69,1013.30
20240212_070450,27.82,1011.85
20240212_070453,27.63,1007.39
20240212_070456,27.58,1002.54
20240212_070459,27.79,1001.18
20240212_070502,27.80,1014.48
20240212_070505,27.65,1009.39
20240212_070508,27.71,1011.85
20240212_070511,27.68,1008.50
20240212_070514,27.54,1012.94
20240212_070517,27.68,1012.37
20240212_070520,27.78,1008.13
20240212_070523,27.77,1010.52
20240212_070526,27.80,1008.34
20240212_070529,27.60,1014.54
20240212_070532,27.74,1002.39
20240212_070535,27.69,1010.71
20240212_070538,27.48,1002.72
20240212_070541,27.73,1011.12
20240212_070544,27.74,999.10
20240212_070547,27.78,1012.99
20240212_070550,27.77,1016.15
20240212_070553,27.65,1009.60
20240212_070556,27.60,1006.36
20240212_070559,27.69,1011.60
20240212_070602,27.87,1005.55
20240212_070605,27.65,1001.74
20240212_070608,27.75,1014.55
20240212_070611,27.74,1013.40
20240212_070614,27.72,998.88
20240212_070617,27.73,1013.91
20240212_070620,27.79,1010.65
20240212_070623,27.68,1015.15
20240212_070626,27.53,1015.33
20240212_070629,27.50,1011.44
20240212_070632,27.46,1004.79
20240212_070635,27.60,1003.27
20240212_070638,27.77,992.68
20240212_070641,27.90,1006.00
20240212_070644,27.76,1009.85
20240212_070647,27.68,1012.42
20240212_070650,27.71,997.47
20240212_070653,27.70,1012.24
20240212_070656,27.66,1005.29
20240212_070659,27.66,1007.49
20240212_070702,27.71,1013.83
20240212_070705,27.46,1011.75
20240212_070708,27.70,1000.48
20240212_070711,27.66,1012.12
20240212_070714,27.76,1010.72
20240212_070717,27.78,1015.71
20240212_070720,27.62,1009.20
20240212_070723,27.64,1013.82
20240212_070726,27.64,1006.29
20240212_070729,27.68,1006.05
20240212_070732,27.54,1012.65
20240212_070735,27.67,1010.06
20240212_070738,27.77,1017.42
20240212_070741,27.84,1002.28
20240212_070744,27.61,1014.54
20240212_070747,27.37,1004.82
20240212_070750,27.87,1005.07
20240212_070753,27.74,1011.87
20240212_070756,27.62,1011.16
20240212_070759,27.75,1005.49
20240212_070802,27.82,1008.29
20240212_070805,27.67,1008.80
20240212_070808,27.64,1005.67
20240212_070811,27.76,1009.89
20240212_070814,27.61,1003.40
20240212_070817,27.63,1013.46
20240212_070820,27.76,1006.35
20240212_070823,27.82,1003.60
20240212_070826,27.83,1001.28
20240212_070829,27.82,1006.06
20240212_070832,27.66,1007.67
20240212_070835,27.84,1006.44
20240212_070838,27.75,1001.81
20240212_070841,27.49,999.06
20240212_070844,27.55,1013.61
20240212_070847,27.66,1005.00
20240212_070850,27.59,1011.73
20240212_070853,27.73,1013.01
20240212_070856,27.73,1010.84
20240212_070859,27.66,1005.22
20240212_070902,27.60,1004.92
20240212_070905,27.71,1006.09
20240212_070908,27.73,1006.31
20240212_070911,27.64,1004.64
20240212_070914,27.68,1007.67
20240212_070917,27.79,998.29
20240212_070920,27.64,1014.89
20240212_070923,27.56,998.85
20240212_070926,27.75,1005.52
20240212_070930,27.45,1007.97
20240212_070933,27.70,1009.24
20240212_070936,27.69,1007.50
20240212_070939,27.71,1004.19
20240212_070942,27.76,1009.96
20240212_070945,27.57,1001.93
20240212_070948,27.59,1006.68
20240212_070951,27.65,1001.09
20240212_070954,27.74,1015.91
20240212_070957,27.60,1005.75
20240212_071000,27.67,1015.82
20240212_071003,27.62,1010.80
20240212_071006,27.68,1008.67
20240212_071009,27.69,1016.82
20240212_071012,27.45,1013.55
20240212_071015,27.68,1003.32
20240212_071018,27.75,1002.04
20240212_071021,27.55,1000.70
20240212_071024,27.51,1014.56
20240212_071027,27.65,1006.11
20240212_071030,27.49,1010.35
20240212_071033,27.64,998.48
20240212_071036,27.73,1011.31
20240212_071039,27.56,1006.98
20240212_071042,27.76,1003.50
20240212_071045,27.62,1001.65
20240212_071048,27.55,1012.96
20240212_071051,27.71,1009.55
20240212_071054,27.65,1011.00
20240212_071057,27.89,1005.63
20240212_071100,27.47,1005.42
20240212_071103,27.55,1005.44
20240212_071106,27.60,1001.47
20240212_071109,27.69,1003.06
20240212_071112,27.49,1007.87
20240212_071115,27.56,1002.71
20240212_071118,27.64,1008.41
20240212_071121,27.75,1004.48
20240212_071124,27.69,1011.83
20240212_071127,27.62,1002.73
20240212_071130,27.45,1013.17
20240212_071133,27.41,1006.04
20240212_071136,27.64,1010.59
20240212_071139,27.69,1007.83
20240212_071142,27.57,1008.26
20240212_071145,27.51,1015.34
20240212_071148,27.82,1009.62
20240212_071151,27.61,1016.81
20240212_071154,27.57,1008.50
20240212_071157,27.75,996.39
20240212_071200,27.56,1014.23
20240212_071203,27.57,1009.55
20240212_071206,27.61,1022.09
20240212_071209,27.62,1010.81
20240212_071212,27.77,1004.06
20240212_071215,27.70,1006.37
20240212_071218,27.62,1007.66
20240212_071221,27.57,1006.43
20240212_071224,27.57,1008.48
20240212_071227,27.73,1007.67
20240212_071230,27.48,1008.67
20240212_071233,27.64,1010.79
20240212_071236,27.57,1011.24
20240212_071239,27.74,1013.73
20240212_071242,27.58,1010.04
20240212_071245,27.71,1009.68
20240212_071248,27.85,1007.20
20240212_071251,27.70,1011.14
20240212_071254,27.56,1012.84
20240212_071257,27.53,1012.27
20240212_071300,27.50,1006.39
20240212_071303,27.72,1007.93
20240212_071306,27.63,1005.30
20240212_071309,27.37,1016.14
20240212_071312,27.64,1013.51
20240212_071315,27.45,1002.29
20240212_071318,27.67,999.97
20240212_071321,27.62,1008.77
20240212_071324,27.63,1008.48
20240212_071327,27.55,1011.23
20240212_071330,27.51,1004.00
20240212_071333,27.70,1005.83
20240212_071336,27.56,997.35
20240212_071339,27.34,1009.09
20240212_071342,27.68,1008.53
20240212_071345,27.88,1009.77
20240212_071348,27.68,1012.73
20240212_071351,27.55,1007.58
20240212_071354,27.56,1007.29
20240212_071357,27.52,1000.17
20240212_071400,27.45,1001.36
20240212_071403,27.62,1004.42
20240212_071406,27.78,992.30
20240212_071409,27.39,1012.57
20240212_071412,27.64,1017.05
20240212_071415,27.55,1007.75
20240212_071418,27.50,1008.61
20240212_071421,27.55,1008.27
20240212_071424,27.49,1011.34
20240212_071427,27.61,1000.45
20240212_071430,27.59,1014.29
20240212_071433,27.80,1016.85
20240212_071436,27.68,1007.12
20240212_071439,27.61,1013.23
20240212_071442,27.58,1010.61
20240212_071445,27.47,1000.51
20240212_071448,27.57,1004.09
20240212_071451,27.69,1000.66
20240212_071454,27.58,1004.58
20240212_071457,27.42,1002.87
20240212_071500,27.62,1012.92
20240212_071503,27.56,1009.84
20240212_071506,27.60,1005.97
20240212_071509,27.69,1007.26
20240212_071512,27.45,1009.26
20240212_071515,27.72,1004.03
20240212_071518,27.42,1012.97
20240212_071521,27.62,1009.31
20240212_071524,27.65,1005.90
20240212_071527,27.56,1006.89
20240212_071530,27.62,1005.72
20240212_071533,27.61,1007.60
20240212_071536,27.66,1009.21
20240212_071539,27.47,1009.44
20240212_071542,27.58,1000.40
20240212_071545,27.64,1010.25
20240212_071548,27.44,1007.89
20240212_071551,27.54,1008.43
20240212_071554,27.66,1012.26
20240212_071557,27.59,1008.52
20240212_071600,27.58,1003.06
20240212_071603,27.51,1013.38
20240212_071606,27.62,1011.04
20240212_071609,27.65,1014.50
20240212_071612,27.74,1009.66
20240212_071615,27.45,1000.67
20240212_071618,27.56,1004.62
20240212_071621,27.54,1003.19
20240212_071624,27.64,1008.08
20240212_071627,27.45,1003.56
20240212_071630,27.32,1007.10
20240212_071633,27.60,1012.34
20240212_071636,27.57,1016.37
20240212_071639,27.52,1014.52
20240212_071642,27.72,1002.98
20240212_071645,27.48,1008.63
20240212_071648,27.42,1003.08
20240212_071651,27.60,1010.08
20240212_071654,27.58,1016.21
20240212_071657,27.56,1012.18
20240212_071700,27.44,1014.66
20240212_071703,27.68,1007.84
20240212_071706,27.50,1008.87
20240212_071709,27.48,1007.64
20240212_071712,27.42,1020.52
20240212_071715,27.71,1001.11
20240212_071718,27.32,1007.65
20240212_071721,27.57,1013.19
20240212_071724,27.61,1007.42
20240212_071727,27.53,1000.88
20240212_071730,27.43,1005.26
20240212_071733,27.48,1004.01
20240212_071736,27.48,1010.32
20240212_071739,27.57,1000.99
20240212_071742,27.44,1008.85
20240212_071745,27.49,1014.05
20240212_071748,27.62,998.41
20240212_071751,27.75,1002.03
20240212_071754,27.54,1004.75
20240212_071757,27.33,993.47
20240212_071800,27.41,1012.41
20240212_071803,27.62,1002.92
20240212_071806,27.44,1014.73
20240212_071809,27.42,1006.76
20240212_071812,27.38,1002.55
20240212_071815,27.61,1006.24
20240212_071818,27.53,1017.56
20240212_071821,27.23,1009.46
20240212_071824,27.54,1017.69
20240212_071827,27.49,1001.79
20240212_071830,27.67,1006.44
20240212_071833,27.65,998.07
20240212_071836,27.66,1007.28
20240212_071839,27.50,1011.60
20240212_071842,27.61,1007.67
20240212_071845,27.47,1008.27
20240212_071848,27.60,1002.44
20240212_071851,27.43,1007.26
20240212_071854,27.38,1012.92
20240212_071857,27.67,1010.20
20240212_071900,27.41,1005.37
20240212_071903,27.56,1014.06
20240212_071906,27.44,1009.12
20240212_071909,27.67,998.97
20240212_071912,27.42,1002.57
20240212_071915,27.57,1009.62
20240212_071918,27.61,1006.11
20240212_071921,27.74,1013.69
20240212_071924,27.66,1008.58
20240212_071927,27.40,1021.44
20240212_071930,27.54,1007.29
20240212_071933,27.58,1013.49
20240212_071936,27.45,1009.08
20240212_071939,27.56,1016.36
20240212_071942,27.53,1005.82
20240212_071945,27.46,1011.68
20240212_071948,27.72,1013.41
20240212_071951,27.61,1006.44
20240212_071954,27.44,1010.03
20240212_071957,27.66,1014.37
20240212_072000,27.66,1005.68
20240212_072003,27.46,1011.84
20240212_072006,27.47,1013.76
20240212_072009,27.48,1006.03
20240212_072012,27.67,1013.55
20240212_072015,27.40,1006.25
20240212_072018,27.65,1011.05
20240212_072021,27.51,1010.92
20240212_072024,27.52,1006.03
20240212_072027,27.49,1009.92
20240212_072030,27.47,1007.16
20240212_072033,27.56,999.39
20240212_072036,27.62,1006.13
20240212_072039,27.40,1007.05
20240212_072042,27.57,1001.09
20240212_072045,27.68,1009.62
20240212_072048,27.49,1010.91
20240212_072051,27.56,1008.81
20240212_072054,27.44,1003.99
